1.5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,ISOEnter_TOP
1.25,1,1,1,1,1,1,1,1,1,1,1,1,ISOEnter_BOTTOM
1.75,1,1,1,1,1,1,1,1,1,1,1,1.75,
1,1,1.25,1.25,3.5,1.25,1.25,1,3,,,,
